,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,logNumVotes,FilmRating
275950,tt7089882,movie,Sound! Euphonium the Movie - Our Promise: A Brand New Day,Gekijoban Hibike! Euphonium: Chikai no Finale,0,2019,\N,100,"Animation,Drama,Music",0.72,436,0.4097450214400682,2.950164154368491
61700,tt0112545,movie,The Seventh Brother,A hetedik testvér,0,1991,\N,80,"Animation,Comedy,Drama",0.67,683,0.4400059544619943,2.948039894895362
257342,tt5143700,movie,Snowtime!,Snowtime!,0,2015,\N,82,"Animation,Comedy,Drama",0.6,1462,0.49131580492044086,2.947894829522645
25760,tt0053261,movie,A Midsummer Night's Dream,Sen noci svatojánské,0,1959,\N,76,"Animation,Comedy,Fantasy",0.72,433,0.4092795299426377,2.9468126155869916
158465,tt1147516,movie,Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey,Doraemon: Nobita no Wan Nyan Jikûden,0,2004,\N,89,"Action,Adventure,Animation",0.7,515,0.4209718502907433,2.946802952035203
67517,tt0125037,movie,A Chinese Ghost Story: The Tsui Hark Animation,Xiao Qian,0,1997,\N,84,"Adventure,Animation,Fantasy",0.65,830,0.45314788327532085,2.945461241289586
157529,tt11358988,movie,Soul Land,Soul Land,0,2019,\N,120,Animation,0.9,128,0.32711620146665293,2.9440458131998763
96432,tt0238938,movie,The Wild Swans,Dikie lebedi,0,1962,\N,57,"Animation,Fantasy,Musical",0.73,396,0.40325747980879384,2.943779602604195
255381,tt4970552,movie,Louis & Luca - The Big Cheese Race,Solan og Ludvig: Herfra til Flåklypa,0,2015,\N,78,"Animation,Family",0.65,826,0.45282218980432876,2.943344233728137
110635,tt0299040,movie,Momo,Momo alla conquista del tempo,0,2001,\N,80,"Animation,Family,Fantasy",0.6900000000000001,558,0.42637827217807117,2.9420100780286913
271899,tt6563576,movie,The Queen's Corgi,The Queen's Corgi,0,2019,\N,85,"Animation,Comedy,Family",0.49000000000000005,7361,0.6002902896949097,2.941422419505058
143673,tt0884726,movie,Legends of Oz: Dorothy's Return,Legends of Oz: Dorothy's Return,0,2013,\N,88,"Adventure,Animation,Family",0.5,6153,0.5882051321623729,2.9410256608118646
160877,tt1180304,movie,Doraemon the Movie: Nobita and the Green Giant Legend,Doraemon: Nobita to midori no kyojinden,0,2008,\N,112,"Adventure,Animation,Comedy",0.65,820,0.45233068033175444,2.940149422156404
42635,tt0078477,movie,The Water Babies,The Water Babies,0,1978,\N,94,"Adventure,Animation,Family",0.6,1422,0.4894455485849923,2.936673291509954
217670,tt2288005,movie,A Turtle's Tale 2: Sammy's Escape from Paradise,Sammy's avonturen 2,0,2012,\N,92,"Adventure,Animation,Family",0.5599999999999999,2386,0.5243382196534884,2.9362940300595346
220542,tt2371399,movie,Moomins on the Riviera,Muumit Rivieralla,0,2014,\N,80,"Animation,Comedy,Family",0.6,1419,0.48930316539082697,2.935818992344962
183783,tt14941698,movie,Tad the Lost Explorer and the Emerald Tablet,Tadeo Jones 3. La tabla esmeralda,0,2022,\N,90,"Adventure,Animation,Comedy",0.6,1409,0.48882637120146577,2.9329582272087946
165408,tt1245891,movie,Kurt Turns Evil,Kurt blir grusom,0,2008,\N,74,"Animation,Comedy,Family",0.63,995,0.4653719909110306,2.931843542739493
158470,tt1147521,movie,Doraemon: Nobita and the Tin Labyrinth,Doraemon: Nobita to Buriki no rabirinsu,0,1993,\N,100,"Action,Adventure,Animation",0.7,497,0.418573313712151,2.930013195985057
214175,tt21919270,movie,Trick or Treat Scooby-Doo!,Trick or Treat Scooby-Doo!,0,2022,\N,72,"Adventure,Animation,Comedy",0.58,1793,0.5050748813921979,2.929434312074748
205970,tt1979172,movie,A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,0,2012,\N,85,"Animation,Comedy",0.58,1783,0.5046978199094457,2.927247355474785
208269,tt2048804,movie,Mardock Scramble: The Second Combustion,Marudukku sukuranburu: Nenshou,0,2011,\N,64,"Animation,Sci-Fi,Thriller",0.63,979,0.46427906456723017,2.92495810677355
275380,tt7006206,movie,The Incredible Story of the Giant Pear,Den utrolige historie om den kæmpestore pære,0,2017,\N,79,"Adventure,Animation,Comedy",0.62,1092,0.4716434826090198,2.9241895921759227
163664,tt12215472,movie,The SpongeBob SquarePants Movie Rehydrated,The SpongeBob SquarePants Movie Rehydrated,0,2022,\N,87,"Adventure,Animation,Comedy",0.82,198,0.35652659388498625,2.923518069856887
170582,tt1319695,movie,31 Minutos: La Película,31 Minutos: La Película,0,2008,\N,87,"Action,Adventure,Animation",0.6799999999999999,587,0.4297940841022645,2.922599771895398
261287,tt5538568,movie,My Entire High School Sinking Into the Sea,My Entire High School Sinking Into the Sea,0,2016,\N,75,"Action,Animation,Comedy",0.61,1218,0.47900552605216595,2.9219337089182122
85131,tt0189973,movie,Lupin III: Burning Memory - Tokyo Crisis,Rupan sansei: Honô no kioku Tokyo Crisis,0,1998,\N,95,"Action,Animation,Comedy",0.71,447,0.41142484240917304,2.9211163811051284
53575,tt0097067,movie,City Hunter: .357 Magnum,City Hunter: Ai to shukumei no Magnum,0,1989,\N,87,"Action,Animation,Comedy",0.7,485,0.4169255310607844,2.9184787174254905
197904,tt1754767,movie,Toonstone,Toonstone,0,2014,\N,81,"Action,Animation,Comedy",0.73,376,0.3997635157528236,2.918273664995612
20300,tt0045670,movie,Dangerous When Wet,Dangerous When Wet,0,1953,\N,95,"Animation,Comedy,Musical",0.62,1068,0.47014523389780594,2.914900450166397
33955,tt0064961,movie,A Thousand & One Nights,Sen'ya ichiya monogatari,0,1969,\N,128,"Action,Adventure,Animation",0.65,772,0.44826401553759976,2.9137161009943986
89526,tt0204704,movie,Space Battleship Yamato,Uchû senkan Yamato,0,1977,\N,135,"Action,Adventure,Animation",0.72,404,0.4046058931046749,2.913162430353659
253474,tt4788602,movie,Doraemon: Nobita no uchuu eiyuuki,Doraemon: Nobita no uchuu eiyuuki,0,2015,\N,100,"Action,Adventure,Animation",0.65,770,0.44808912979133875,2.912579343643702
247385,tt4181270,movie,Window Horses,Window Horses: The Poetic Persian Epiphany of Rosie Ming,0,2016,\N,85,"Adventure,Animation,Drama",0.6799999999999999,573,0.4281666639734225,2.911533315019273
111548,tt0304931,movie,Werner - Gekotzt wird später!,Werner - Gekotzt wird später!,0,2003,\N,76,"Animation,Comedy",0.5599999999999999,2230,0.5197796061754903,2.910765794582746
247978,tt4235644,movie,The Empire of Corpses,Shisha no teikoku,0,2015,\N,120,"Animation,Horror,Sci-Fi",0.6,1333,0.4850881418691988,2.910528851215193
192040,tt1620449,movie,Conference of Animals,Konferenz der Tiere,0,2010,\N,93,"Adventure,Animation,Comedy",0.49000000000000005,6694,0.5938866059097407,2.9100443689577298
275861,tt7080422,movie,Dragon Rider,Dragon Rider,0,2020,\N,91,"Adventure,Animation,Comedy",0.5700000000000001,1944,0.5105261668449882,2.909999151016433
252444,tt4676508,movie,Princess of Rome,Princess of Rome,0,2015,\N,75,"Adventure,Animation,Drama",0.5900000000000001,1503,0.4931804466161594,2.9097646350353408
196585,tt1726286,movie,Mobile Suit Gundam 00: A Wakening of the Trailblazer,Gekijouban Kidou senshi Gandamu 00: A wakening of the trailblazer,0,2010,\N,121,"Action,Adventure,Animation",0.67,627,0.4342384221898013,2.909397428671669
252610,tt4691334,movie,Eneida,Eneida,0,1991,\N,69,Animation,0.82,193,0.3548022436899846,2.9093783982578736
251004,tt4534598,movie,Legend of Destruction,Legend of Destruction,0,2021,\N,93,Animation,0.8,219,0.3633226871641177,2.9065814973129416
164619,tt12354896,movie,My Favorite War,My Favorite War,0,2020,\N,80,"Animation,Documentary",0.74,339,0.39277970688728947,2.906569830965942
35295,tt0067002,movie,Animal Treasure Island,Dobutsu takarajima,0,1971,\N,78,"Action,Adventure,Animation",0.7,471,0.4149507918886074,2.9046555432202514
55108,tt0099733,movie,Happily Ever After,Happily Ever After,0,1989,\N,75,"Animation,Family,Fantasy",0.55,2513,0.5278344669704255,2.9030895683373403
111797,tt0306474,movie,Princess Arete,Arîte hime,0,2001,\N,105,"Adventure,Animation,Drama",0.65,753,0.44658399427105017,2.902795962761826
83353,tt0184596,movie,Hundhotellet,Hundhotellet,0,2000,\N,68,"Animation,Comedy,Crime",0.6799999999999999,562,0.42685983434966934,2.9026468735777513
43090,tt0079293,movie,Phoenix 2772,Hi no tori 2772: Ai no kosumozôn,0,1980,\N,122,"Adventure,Animation,Drama",0.6799999999999999,561,0.4267397658987375,2.901830408111415
174578,tt13642590,movie,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkasu Academy,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkasu Academy,0,2021,\N,104,"Action,Adventure,Animation",0.72,393,0.40274478975344385,2.8997624862247955
260472,tt5463052,movie,Persona 3 the Movie: #4 Winter of Rebirth,Persona 3 the Movie: #4 Winter of Rebirth,0,2016,\N,105,"Action,Adventure,Animation",0.71,427,0.408338792576031,2.89920542728982
119377,tt0350194,movie,Teacher's Pet,Teacher's Pet,0,2004,\N,73,"Adventure,Animation,Comedy",0.5700000000000001,1887,0.5085198325215868,2.8985630453730455
188802,tt1560987,movie,The Trouble with Terkel,The Trouble with Terkel,0,2010,\N,87,"Animation,Comedy,Drama",0.72,392,0.4025730229920498,2.8985257655427583
265006,tt5889204,movie,Pokémon the Movie: Volcanion and the Mechanical Marvel,Pokemon za mubi XY& Z 'borukenion to kiko (karakuri) no magiana,0,2016,\N,90,"Action,Adventure,Animation",0.5900000000000001,1460,0.49122351412248483,2.8982187333226612
112098,tt0308184,movie,Dougal and the Blue Cat,Pollux et le chat bleu,0,1970,\N,82,"Adventure,Animation,Comedy",0.72,391,0.402400817490048,2.897285885928346
260102,tt5425264,movie,Throne of Elves,Long Zhi Gu: Jingling Wangzuo,0,2016,\N,99,"Adventure,Animation,Fantasy",0.5900000000000001,1454,0.490945881263236,2.896580699453093
279470,tt7533756,movie,Louis & Luca - Mission to the Moon,Månelyst i Flåklypa,0,2018,\N,80,"Animation,Family",0.65,739,0.44531873214465006,2.8945717589402253
190261,tt15830702,movie,Sword Art Online the Movie: Progressive - Scherzo of Deep Night,Gekijouban Sword Art Online the Movie: Progressive - Kuraki Yuuyami no Scherzo,0,2022,\N,101,"Action,Adventure,Animation",0.67,603,0.4316071255923506,2.8917677414687493
286148,tt8478602,movie,Godzilla: The Planet Eater,Gojira: hoshi wo kû mono,0,2018,\N,91,"Action,Adventure,Animation",0.51,4483,0.5668572721548781,2.8909720879898786
39050,tt0072751,movie,Bugs Bunny Superstar,Bugs Bunny Superstar,0,1975,\N,90,"Animation,Documentary,Family",0.7,457,0.41291646115923797,2.890415228114666
244186,tt3898504,movie,Persona 3 the Movie: #2 Midsummer Knight's Dream,Persona 3 the Movie: #2 Midsummer Knight's Dream,0,2014,\N,93,"Action,Adventure,Animation",0.6799999999999999,546,0.42491259668521225,2.889405657459443
287933,tt8774798,movie,100% Wolf,100% Wolf,0,2020,\N,96,"Adventure,Animation,Comedy",0.5599999999999999,2106,0.515922519519038,2.889166109306612
204767,tt1941466,movie,Blood-C: The Last Dark,Gekijouban Blood-C: The Last Dark,0,2012,\N,107,"Action,Adventure,Animation",0.6,1259,0.48123758708831016,2.8874255225298606
222439,tt2423504,movie,Mardock Scramble: The Third Exhaust,Marudukku sukuranburu: Haiki,0,2012,\N,66,"Action,Animation,Drama",0.64,800,0.4506659434699681,2.884262038207796
197210,tt1739212,movie,Pokémon the Movie: White - Victini and Zekrom,Gekijôban Poketto Monsutâ Besuto Uisshu: Bikutini to kuroki eiyû Zekuromu,0,2011,\N,97,"Adventure,Animation,Drama",0.5700000000000001,1817,0.5059713167695346,2.884036505586347
243858,tt3871940,movie,Eiga Kureyon Shinchan: Gachinko! Gyakushuu no Robotôchan,Eiga Kureyon Shinchan: Gachinko! Gyakushuu no Robotôchan,0,2014,\N,97,"Adventure,Animation,Comedy",0.71,413,0.4060913038805213,2.883248257551701
69513,tt0131704,movie,The Adventures of Rocky & Bullwinkle,The Adventures of Rocky & Bullwinkle,0,2000,\N,92,"Adventure,Animation,Comedy",0.43,20822,0.6703929259872512,2.88268958174518
216079,tt2243621,movie,The Snow Queen,Snezhnaya koroleva,0,2012,\N,80,"Adventure,Animation,Family",0.54,2743,0.5337386317302566,2.882188611343386
216555,tt2253947,movie,Consuming Spirits,Consuming Spirits,0,2012,\N,136,"Animation,Comedy,Drama",0.76,277,0.3791623595768319,2.8816339327839224
139143,tt0498525,movie,Lissi und der wilde Kaiser,Lissi und der wilde Kaiser,0,2007,\N,85,"Adventure,Animation,Comedy",0.51,4355,0.5649043052247674,2.8810119566463137
40162,tt0074539,movie,The Smurfs and the Magic Flute,La flûte à six schtroumpfs,0,1976,\N,90,"Animation,Comedy,Family",0.5900000000000001,1395,0.48815314317972874,2.8801035447604
76861,tt0161979,movie,Slayers Return,Sureiyâzu return,0,1996,\N,61,"Animation,Comedy,Fantasy",0.6900000000000001,488,0.41734126773714014,2.879654747386267
91874,tt0215919,movie,Käpt'n Blaubär - Der Film,Käpt'n Blaubär - Der Film,0,1999,\N,85,"Animation,Comedy,Family",0.67,587,0.4297940841022645,2.8796203634851727
197194,tt17382524,movie,"The Tunnel to Summer, the Exit of Goodbyes","Natsu e no tunnel, Sayonara no deguchi",0,2022,\N,83,Animation,0.67,587,0.4297940841022645,2.8796203634851727
163021,tt12105596,movie,Yes ka No ka Hanbun ka,Yes ka No ka Hanbun ka,0,2020,\N,53,"Animation,Comedy,Drama",0.6799999999999999,534,0.42341434797399835,2.8792175662231885
263948,tt5790684,movie,Mia and Me: The Hero of Centopia,Mia and Me: The Hero of Centopia,0,2022,\N,85,"Adventure,Animation,Family",0.62,978,0.4642101647989661,2.8781030217535895
102067,tt0262333,movie,Chronopolis,Chronopolis,0,1982,\N,52,"Animation,Drama,Fantasy",0.6799999999999999,530,0.4229074401921095,2.875770593306344
126755,tt0396042,movie,The Ugly Duckling and Me!,The Ugly Duckling and Me!,0,2006,\N,89,"Adventure,Animation,Comedy",0.54,2676,0.5320714369885458,2.8731857597381474
40242,tt0074657,movie,Hugo the Hippo,"Hugó, a víziló",0,1975,\N,86,"Animation,Drama,Family",0.6799999999999999,527,0.42252474237710935,2.8731682481643435
244884,tt3971764,movie,New Initial D the Movie: Legend 1 - Awakening,Shingekijouban Inisharu D: Legend 1 - Kakusei,0,2014,\N,62,"Action,Animation,Sport",0.72,372,0.3990424562871656,2.8731056852675922
243024,tt3804810,movie,Even Mice Belong in Heaven,I mysi patrí do nebe,0,2021,\N,80,"Adventure,Animation,Comedy",0.6599999999999999,635,0.435093183780476,2.8716150129511413
158471,tt1147522,movie,Doraemon: Nobita and the Galaxy Super-express,Doraemon: Nobita to Ginga ekusupuresu,0,1996,\N,97,"Action,Adventure,Animation",0.6900000000000001,479,0.41608628681215853,2.870995379003894
292450,tt9563632,movie,The Wonderland,Bâsudê wandârando,0,2019,\N,115,"Adventure,Animation,Family",0.62,961,0.46302796524967477,2.870773384547984
213007,tt2164058,movie,Swimming to Sea,Pa-dak pa-dak,0,2012,\N,78,"Animation,Drama,Horror",0.7,438,0.4100535730879252,2.8703750116154763
111842,tt0306741,movie,Doraemon: Nobita and the Winged Braves,Doraemon: Nobita to tsubasa no yûsha tachi,0,2001,\N,95,"Action,Adventure,Animation",0.6900000000000001,477,0.41580420097226306,2.8690489867086155
172920,tt1342403,movie,Toys in the Attic,Na pude aneb Kdo má dneska narozeniny?,0,2009,\N,74,"Animation,Family,Fantasy",0.64,772,0.44826401553759976,2.868889699440639
117670,tt0339334,movie,The Magic Roundabout: The Movie,The Magic Roundabout,0,2005,\N,85,"Adventure,Animation,Comedy",0.52,3573,0.5515609173678923,2.86811677031304
115039,tt0322177,movie,The Boy Who Wanted to Be a Bear,Drengen der ville gøre det umulige,0,2002,\N,75,"Animation,Family",0.6900000000000001,475,0.41552092989426603,2.8670944162704357
179799,tt14364238,movie,Laid-Back Camp Movie,Eiga yurukyan,0,2022,\N,120,"Adventure,Animation,Comedy",0.75,290,0.3822543985526044,2.8669079891445333
292609,tt9598270,movie,Code Geass: Lelouch of the Rebellion II - Transgression,Code Geass: Lelouch of the Rebellion Episode II,0,2018,\N,132,"Action,Animation,Sci-Fi",0.6900000000000001,472,0.4150937790416303,2.8641470753872493
250956,tt4531412,movie,Beyond the Boundary Movie: I'll Be Here - Kako-hen,Kyôkai no Kanata: kako-hen,0,2015,\N,82,"Action,Animation,Comedy",0.6599999999999999,623,0.43380694284579124,2.863125822782222
158026,tt11417856,movie,The Deer King,Shika no ou,0,2021,\N,113,"Action,Adventure,Animation",0.64,758,0.44703017999875194,2.8609931519920124
41346,tt0076416,movie,The Mouse and His Child,The Mouse and His Child,0,1977,\N,83,"Adventure,Animation,Drama",0.6799999999999999,513,0.42070952148747504,2.86082474611483
253484,tt4788934,movie,The Guardian Brothers,Xiao men shen,0,2015,\N,103,"Animation,Comedy,Family",0.55,2238,0.5200210331743262,2.8601156824587948
184770,tt15091284,movie,Pil's Adventures,Pil,0,2021,\N,89,"Adventure,Animation,Family",0.61,1048,0.46887074571015347,2.860111548831936
213547,tt2180441,movie,"Keriyon Shin-chan: Oh, I'm Sorry!",Kureyon Shinchan: Arashi o Yobu Janguru!,0,2000,\N,88,"Action,Adventure,Animation",0.71,393,0.40274478975344385,2.859488007249451
153316,tt10841088,movie,Riverdance: The Animated Adventure,Riverdance: The Animated Adventure,0,2021,\N,90,"Adventure,Animation,Comedy",0.55,2221,0.5195069633611379,2.8572882984862584
191989,tt1618450,movie,Winx Club 3D: Magical Adventure,Winx Club 3D: Magica avventura,0,2010,\N,87,Animation,0.62,930,0.4608173272888232,2.857067429190704
205792,tt19757204,movie,New Gods: Yang Jian,Xin shen bang: Yang Jian,0,2022,\N,127,"Action,Animation,Fantasy",0.6599999999999999,614,0.4328258976344799,2.856650924387567
285892,tt8435324,movie,Bombay Rose,Bombay Rose,0,2019,\N,97,"Animation,Drama,Romance",0.64,750,0.44631485851491615,2.8564150944954636
272887,tt6693156,movie,You Are My Home,You Are My Home,0,2020,\N,92,"Animation,Family,Fantasy",0.6599999999999999,613,0.43271600613927946,2.855925640519244
174139,tt13582670,movie,North Wind: Broken Time,Shuo Feng - Po Zhen Zi,0,2020,\N,120,Animation,0.9099999999999999,105,0.3137626413504918,2.855240036289475
137418,tt0482603,movie,Space Chimps,Space Chimps,0,2008,\N,81,"Adventure,Animation,Comedy",0.45,12156,0.6341091936761227,2.8534913715425523
262471,tt5646314,movie,Five Nights at Freddy's 4,Five Nights at Freddy's 4,0,2016,\N,60,"Animation,Horror",0.71,386,0.4015331296137922,2.8508852202579242
79286,tt0171199,movie,The Creation of the World,La création du monde,0,1958,\N,83,"Animation,Comedy,Family",0.71,386,0.4015331296137922,2.8508852202579242
294226,tt9900060,movie,Lupin the Third: Fujiko Mine's Lie,Lupin the IIIrd: Mine Fujiko no Uso,0,2019,\N,58,"Adventure,Animation,Crime",0.6900000000000001,458,0.413063823878846,2.8501403847640376
38555,tt0071913,movie,The Nine Lives of Fritz the Cat,The Nine Lives of Fritz the Cat,0,1974,\N,77,"Animation,Comedy",0.53,2911,0.5377462826605116,2.8500552981007115
103781,tt0269358,movie,"Ico, the Brave Horse","Ico, el caballito valiente",0,1983,\N,85,"Adventure,Animation,Drama",0.73,326,0.39014346298425295,2.8480472797850465
224747,tt2555422,movie,Anne of Green Gables: Road to Green Gables,Akage no An: Gurîn Gêburuzu e no michi,0,2010,\N,100,"Animation,Drama,Family",0.72,353,0.3955079920007004,2.8476575424050425
125019,tt0382868,movie,Nasu: Summer in Andalusia,Nasu: Andalusia no natsu,0,2003,\N,47,"Action,Animation,Sport",0.7,417,0.40674112498246356,2.8471878748772452
283612,tt8096846,movie,White Plastic Sky,Müanyag égbolt,0,2023,\N,110,"Animation,Drama,Romance",0.71,383,0.4010071054832462,2.847150448931048
281743,tt7833606,movie,Girls und Panzer das Finale: Part I,Girls und Panzer das Finale: Part I,0,2017,\N,47,"Action,Animation,Comedy",0.71,382,0.40083084808251696,2.84589902138587
41687,tt0076922,movie,Around the World with Bolek and Lolek,Wielka podróz Bolka i Lolka,0,1977,\N,101,Animation,0.74,300,0.3845399875132585,2.845595907598113
284060,tt8161914,movie,City Hunter: Shinjuku Private Eyes,City Hunter: Shinjuku Private Eyes,0,2019,\N,95,"Action,Animation,Comedy",0.64,730,0.44449262819867724,2.8447528204715344
206320,tt19861160,movie,Sailor Moon Cosmos,Gekijoban Bishojo Senshi Sailor Moon Cosmos,0,2023,\N,80,"Action,Adventure,Animation",0.93,93,0.3055806844395505,2.84190036528782
158107,tt11427380,movie,"Love Me, Love Me Not","Omoi, Omoware, Furi, Furare",0,2020,\N,103,"Animation,Comedy,Drama",0.6799999999999999,492,0.4178916252210024,2.8416630515028163
187683,tt15439344,movie,To Every You I've Loved Before,Boku ga Aishita Subete no Kimi e,0,2022,\N,102,"Animation,Fantasy,Romance",0.7,412,0.40592786521289326,2.8414950564902526
285095,tt8328612,movie,Seder-Masochism,Seder-Masochism,0,2018,\N,78,"Animation,Comedy,Fantasy",0.74,297,0.3838624097758918,2.8405818323415994
222478,tt2425618,movie,Kirikou and the Men and Women,Kirikou et les hommes et les femmes,0,2012,\N,88,"Adventure,Animation,Family",0.65,653,0.4369776721733087,2.840354869126507
226934,tt26674627,movie,Resident Evil: Death Island,Resident Evil: Death Island,0,2023,\N,87,"Action,Adventure,Animation",0.71,377,0.3999425820397097,2.839592332481939
140924,tt0807703,movie,Air: The Motion Picture,Air,0,2005,\N,91,"Adventure,Animation,Drama",0.6799999999999999,488,0.41734126773714014,2.837920620612553
134373,tt0456978,movie,Fist of the North Star: The Legend of Kenshiro,Shin Kyûseishu densetsu Hokuto no Ken - Kenshirô den,0,2008,\N,83,"Action,Animation",0.6900000000000001,446,0.4112738492500252,2.837789559825174
49917,tt0090799,movie,Care Bears Movie II: A New Generation,Care Bears Movie II: A New Generation,0,1986,\N,76,"Adventure,Animation,Comedy",0.54,2425,0.5254312879862495,2.8373289551257477
209072,tt2073520,movie,An Oversimplification of Her Beauty,An Oversimplification of Her Beauty,0,2012,\N,84,"Animation,Comedy,Drama",0.63,794,0.4501583996622737,2.8359979178723242
158457,tt1147509,movie,Doraemon: Nobita and the Castle of the Undersea Devil,Doraemon: Nobita no Kaitei kiganjô,0,1983,\N,94,"Adventure,Animation,Comedy",0.6900000000000001,444,0.41097084461693006,2.835698827856818
261396,tt5545254,movie,Todd and the Book of Pure Evil: The End of the End,Todd and the Book of Pure Evil: The End of the End,0,2017,\N,80,"Animation,Comedy,Horror",0.6900000000000001,443,0.4108188300826751,2.8346499275704584
228900,tt2766004,movie,The Life and Mind of Mark DeFriest,The Life and Mind of Mark DeFriest,0,2014,\N,92,"Animation,Biography,Crime",0.73,317,0.3882560434337626,2.8342691170664667
55461,tt0100356,movie,Peter in Magicland,Peterchens Mondfahrt,0,1990,\N,80,"Adventure,Animation,Family",0.72,343,0.3935705478309407,2.833707944382773
76860,tt0161978,movie,Slayers Great,Sureiyâzu gurêto,0,1997,\N,60,"Action,Adventure,Animation",0.6900000000000001,442,0.4106664720124575,2.8335986568859566
240584,tt3615204,movie,Harmony,Hâmonî,0,2015,\N,119,"Animation,Sci-Fi,Thriller",0.61,973,0.46386460577806404,2.8295740952461905
83176,tt0184005,movie,Werner - Volles Rooäää!!!,Werner - Volles Rooäää!!!,0,1999,\N,77,"Action,Animation,Comedy",0.53,2735,0.533541717629323,2.827771103435412
236318,tt3306776,movie,Bayonetta: Bloody Fate - Beyonetta buraddi feito,Bayonetta: Bloody Fate - Beyonetta buraddi feito,0,2013,\N,90,"Action,Animation,Fantasy",0.5700000000000001,1568,0.49603479483966495,2.8273983305860906
173023,tt1343712,movie,First Squad: The Moment of Truth,First Squad: The Moment of Truth,0,2009,\N,73,"Action,Animation,Drama",0.5599999999999999,1785,0.5047734011027638,2.826731046175477
128411,tt0409848,movie,Crayon Shin-chan: Action Kamen vs. Demon,Kureyon Shinchan: Action Kamen vs Haigure Maô,0,1993,\N,93,"Action,Adventure,Animation",0.6599999999999999,573,0.4281666639734225,2.8258999822245885
255400,tt4971484,movie,New Initial D the Movie: Legend 2 - Racer,Shingekijouban Inisharu D: Legend 2: Tousou,0,2015,\N,65,Animation,0.73,311,0.38696775422017327,2.8248646058072646
147023,tt10071606,movie,Supreme Motherhood: The Journey of Mata Sahib Kaur,Supreme Motherhood: The Journey of Mata Sahib Kaur,0,2022,\N,100,"Adventure,Animation,History",0.9199999999999999,95,0.3070151729688009,2.824539591312968
245085,tt3992768,movie,The Jungle Bunch 2: The Great Treasure Quest,The Jungle Bunch 2: The Great Treasure Quest,0,2014,\N,46,"Adventure,Animation,Family",0.7,397,0.40342751373846614,2.823992596169263
175822,tt13834480,movie,Diary of a Wimpy Kid,Diary of a Wimpy Kid,0,2021,\N,58,"Animation,Comedy,Drama",0.51,3687,0.5536783640226557,2.823759656515544
292194,tt9496406,movie,The Wind Guardians,Feng yu zhou,0,2018,\N,105,"Action,Adventure,Animation",0.7,396,0.40325747980879384,2.8228023586615567
38622,tt0072004,movie,A Thousand and One Nights,Pohádky tisíce a jedné noci,0,1974,\N,91,"Adventure,Animation,Family",0.75,265,0.37617655426830193,2.8213241570122642
112131,tt0308353,movie,Happily N'Ever After,Happily N'Ever After,0,2006,\N,75,"Adventure,Animation,Comedy",0.45,10917,0.6268616013704226,2.8208772061669016
178048,tt1413067,movie,Fish Out of Water,Fish Out of Water,0,2009,\N,59,"Animation,Documentary,History",0.74,284,0.3808449029494526,2.8182522818259494
226375,tt2643796,movie,Kureyon Shinchan: Hendarando no Daiboken,Kureyon Shinchan: Hendarando no Daiboken,0,1996,\N,93,"Adventure,Animation,Comedy",0.7,392,0.4025730229920498,2.818011160944348
149965,tt1042916,movie,Totally Spies! The Movie,Totally Spies! Le Film,0,2009,\N,75,"Action,Adventure,Animation",0.63,761,0.44729648087446766,2.8179678295091466
17901,tt0042189,movie,Alice in Wonderland,Alice in Wonderland,0,1949,\N,76,"Adventure,Animation,Family",0.62,843,0.45419565024057496,2.816013031491565
46338,tt0084564,movie,Queen Millennia,1000nen Jo'ou,0,1982,\N,121,"Action,Adventure,Animation",0.73,305,0.3856543668911826,2.815276878305633
226023,tt2630134,movie,Barbie in the Pink Shoes,Barbie in the Pink Shoes,0,2013,\N,75,"Animation,Family",0.55,1958,0.5110099504910377,2.8105547277007075
144851,tt0934870,movie,One Night in a City,Jedné noci v jednom meste,0,2007,\N,76,"Animation,Comedy,Horror",0.6900000000000001,418,0.40690260629889574,2.807627983462381
123314,tt0373210,movie,The Orchestra,The Orchestra,0,1990,\N,52,"Animation,Fantasy,Musical",0.76,239,0.369214505502946,2.80603024182239
248427,tt4278346,movie,Chuck Steel: Night of the Trampires,Chuck Steel: Night of the Trampires,0,2018,\N,90,"Action,Animation,Comedy",0.6799999999999999,454,0.412472430460548,2.804812527131726
287218,tt8661880,movie,It Must Schwing: The Blue Note Story,It Must Schwing: The Blue Note Story,0,2018,\N,115,"Animation,Documentary,History",0.77,222,0.3642399586931225,2.804647681937043
219429,tt23382644,movie,Minions & More 2,Minions & More 2,0,2022,\N,50,"Adventure,Animation,Comedy",0.64,665,0.43820535557911444,2.8045142757063326
237021,tt3354306,movie,Code Geass: Akito the Exiled 4 - From the Memories of Hatred,Code Geass: Boukoku No Akito 4,0,2015,\N,60,"Action,Animation,Sci-Fi",0.65,601,0.43138314393325056,2.8039904355661287
