,primaryTitle,isAdult,startYear,runtimeMinutes,genres,FilmRating
37370,Murder in a Blue World,0,1973,97,"Crime,Drama,Sci-Fi",2.394
179744,Refl3ct,0,2021,65,Sci-Fi,2.394
30707,Around the World Under the Sea,0,1966,110,"Action,Adventure,Sci-Fi",2.393
231339,Lake Eerie,0,2016,104,"Horror,Sci-Fi,Thriller",2.393
214989,Railroader,0,2012,58,"Drama,Sci-Fi",2.393
52786,Meet the Hollowheads,0,1989,86,"Comedy,Horror,Sci-Fi",2.393
36430,The Mind Snatchers,0,1972,94,"Drama,Sci-Fi",2.392
66925,Evening Land,0,1977,109,"Drama,Sci-Fi",2.392
175893,The Crusade,0,2021,67,"Comedy,Sci-Fi",2.391
197369,Red Eagle,0,2010,130,"Action,Sci-Fi,Thriller",2.391
187238,Ghost in the Shell: SAC_2045 - Sustainable War,0,2021,119,"Action,Animation,Sci-Fi",2.39
118610,The Eavesdropper,0,2004,97,"Drama,Sci-Fi,Thriller",2.389
25828,Terror Is a Man,0,1959,90,"Horror,Romance,Sci-Fi",2.389
24455,Varan,0,1958,87,"Horror,Sci-Fi",2.388
147864,All About Yves,0,2019,107,"Comedy,Sci-Fi",2.387
185379,Koogle Kuttappa,0,2022,127,"Comedy,Drama,Sci-Fi",2.386
134775,An Occurrence at Owl Creek Bridge,0,2005,51,"Drama,Romance,Sci-Fi",2.385
258504,The Mildew from Planet Xonader,0,2015,85,"Action,Horror,Sci-Fi",2.384
213853,Kids vs. Aliens,0,2022,75,"Horror,Sci-Fi",2.384
279958,Auggie,0,2019,81,"Drama,Sci-Fi",2.384
229585,Atlas Shrugged: Who Is John Galt?,0,2014,99,"Drama,Mystery,Sci-Fi",2.383
21673,Tobor the Great,0,1954,77,"Adventure,Family,Sci-Fi",2.382
243400,Tinker',0,2017,97,"Drama,Family,Sci-Fi",2.381
42604,Message from Space,0,1978,105,"Action,Adventure,Sci-Fi",2.379
153736,God's Puzzle,0,2008,134,Sci-Fi,2.379
25534,The Killer Shrews,0,1959,69,"Horror,Sci-Fi",2.379
293942,Thrive II: This is What it Takes,0,2020,151,"Documentary,Sci-Fi",2.379
173599,Last of the Living,0,2009,88,"Comedy,Horror,Sci-Fi",2.378
22900,Indestructible Man,0,1956,72,"Crime,Horror,Sci-Fi",2.377
187232,Corrective Measures,0,2022,106,"Action,Sci-Fi,Thriller",2.377
25630,The Head,0,1959,97,"Horror,Sci-Fi",2.376
72112,Be Forever Yamato,0,1980,145,"Animation,Sci-Fi",2.376
38375,Idaho Transfer,0,1973,86,Sci-Fi,2.375
59196,Knights,0,1993,90,"Action,Adventure,Sci-Fi",2.375
23751,I Was a Teenage Frankenstein,0,1957,74,"Horror,Sci-Fi",2.373
280380,Parallel Minds,0,2020,86,"Horror,Sci-Fi,Thriller",2.373
24753,The Lost Missile,0,1958,70,"Mystery,Sci-Fi",2.367
82278,Furia,0,1999,90,"Drama,Romance,Sci-Fi",2.367
36664,Night of the Lepus,0,1972,88,"Horror,Sci-Fi,Thriller",2.367
221245,The Cleaner,0,2012,95,"Drama,Sci-Fi",2.367
69188,Secretul armei secrete,0,1988,88,"Comedy,Musical,Sci-Fi",2.367
267767,F.R.E.D.I.,0,2018,89,"Adventure,Family,Sci-Fi",2.366
22816,The Gamma People,0,1956,79,"Drama,Horror,Sci-Fi",2.365
125809,Flying Saucers,0,2003,99,"Comedy,Drama,Sci-Fi",2.364
93438,Spectres of the Spectrum,0,1999,94,"Drama,Sci-Fi",2.364
32930,Project X,0,1968,97,"Mystery,Sci-Fi",2.362
128087,Lorelei,0,2005,128,"Action,Drama,Sci-Fi",2.36
129373,Headspace,0,2005,89,"Horror,Mystery,Sci-Fi",2.359
247685,Prisoner X,0,2016,88,"Sci-Fi,Thriller",2.359
60069,Automatic,0,1995,90,"Action,Sci-Fi,Thriller",2.358
92188,Vortex,0,2001,63,Sci-Fi,2.358
229538,Scintilla,0,2014,94,"Horror,Sci-Fi",2.356
24079,She Devil,0,1957,77,"Crime,Horror,Sci-Fi",2.354
51620,Nice Girls Don't Explode,0,1987,92,"Comedy,Romance,Sci-Fi",2.351
226507,The Frankenstein Theory,0,2013,87,"Horror,Sci-Fi",2.35
59322,Metamorphosis: The Alien Factor,0,1990,98,"Horror,Sci-Fi,Thriller",2.349
91951,Invasion: UFO,0,1974,86,"Action,Drama,Sci-Fi",2.349
50107,Ghost Warrior,0,1984,81,"Action,Sci-Fi",2.348
200430,Rejection,0,2011,90,"Drama,Mystery,Sci-Fi",2.348
118282,The Bone Snatcher,0,2003,90,"Horror,Mystery,Sci-Fi",2.348
37815,Superman,0,1973,104,"Action,Adventure,Sci-Fi",2.347
52441,Doin' Time on Planet Earth,0,1988,85,"Comedy,Sci-Fi",2.347
4713,End of the World,0,1931,105,"Drama,Sci-Fi",2.347
181222,Prince,0,2010,138,"Action,Sci-Fi,Thriller",2.347
235998,11 A.M.,0,2013,99,"Sci-Fi,Thriller",2.346
121616,Christmas on Mars,0,2008,83,"Music,Sci-Fi",2.346
260269,Pass Thru,0,2016,90,"Drama,Fantasy,Sci-Fi",2.346
53631,Dans le ventre du dragon,0,1989,100,"Comedy,Drama,Sci-Fi",2.345
250344,Mafia: Game of Survival,0,2016,91,"Action,Sci-Fi,Thriller",2.345
223851,Garm Wars: The Last Druid,0,2014,92,"Action,Fantasy,Sci-Fi",2.344
154455,Paragraf 78 - Film vtoroy,0,2007,90,"Action,Sci-Fi,Thriller",2.343
24126,The Story of Mankind,0,1957,100,"Drama,Fantasy,Sci-Fi",2.343
45331,Piranha II: The Spawning,0,1982,94,"Horror,Sci-Fi,Thriller",2.342
96374,Timequest,0,2000,92,Sci-Fi,2.342
232269,Alien Arrival,0,2016,95,"Action,Adventure,Sci-Fi",2.34
167025,Signals,0,2008,135,Sci-Fi,2.34
39005,Begstvo mistera Mak-Kinli,0,1975,162,"Fantasy,Sci-Fi",2.339
224438,Idõugrók 2 - Alternatív jelen,0,2012,62,Sci-Fi,2.339
236951,Touching the Skin of Eeriness,0,2013,54,"Drama,Sci-Fi",2.338
293001,The Devil Conspiracy,0,2022,111,"Horror,Sci-Fi,Thriller",2.338
29671,The Mistresses of Dr. Jekyll,0,1964,90,"Horror,Sci-Fi",2.336
48906,The Dungeonmaster,0,1984,73,"Fantasy,Horror,Sci-Fi",2.336
53307,World Gone Wild,0,1987,95,"Action,Sci-Fi",2.336
152136,The Tree House,0,2019,84,"Documentary,Sci-Fi",2.335
5260,F.P.1 Doesn't Answer,0,1932,114,"Adventure,Sci-Fi",2.335
30908,The Frozen Dead,0,1966,95,"Horror,Sci-Fi",2.334
258792,Wir sind die Flut,0,2016,84,"Mystery,Sci-Fi",2.333
205871,Beyond White Space,0,2018,93,"Sci-Fi,Thriller",2.333
272422,Shanghai Fortress,0,2019,107,"Action,Sci-Fi",2.333
32220,The X from Outer Space,0,1967,89,"Horror,Sci-Fi",2.332
269765,Ultraman Orb: Lend Me the Power of Bonds!,0,2017,72,"Action,Family,Sci-Fi",2.331
38450,Lifespan,0,1975,77,"Drama,Mystery,Sci-Fi",2.328
20906,The Twonky,0,1953,84,"Comedy,Sci-Fi",2.326
22953,The Body Snatcher,0,1957,80,"Horror,Sci-Fi,Thriller",2.326
59482,Philadelphia Experiment II,0,1993,97,"Action,Adventure,Sci-Fi",2.326
265112,Project Ghazi,0,2017,100,"Action,Sci-Fi,Thriller",2.326
23934,The Night the World Exploded,0,1957,64,Sci-Fi,2.326
39571,The People Who Own the Dark,0,1976,94,"Horror,Sci-Fi",2.325
27009,The Hands of Orlac,0,1960,95,"Crime,Horror,Sci-Fi",2.325
165838,Guidance,0,2021,93,"Drama,Romance,Sci-Fi",2.324
218350,Taeter City,0,2012,72,"Action,Horror,Sci-Fi",2.324
213122,Goretech: Bienvenidos al planeta hijo de puta,0,2012,78,"Action,Horror,Sci-Fi",2.324
54015,Lobster Man from Mars,0,1989,82,"Comedy,Horror,Sci-Fi",2.324
130839,Severed,0,2005,93,"Horror,Sci-Fi,Thriller",2.323
47806,DEFCON-4,0,1985,88,"Action,Sci-Fi",2.323
64218,Solo,0,1996,94,"Action,Sci-Fi,Thriller",2.323
57033,The Unborn,0,1991,83,"Drama,Horror,Sci-Fi",2.322
45427,The Satisfiers of Alpha Blue,1,1981,86,"Adult,Sci-Fi",2.322
164285,S. Darko,0,2009,103,"Drama,Mystery,Sci-Fi",2.321
30989,Invasion,0,1965,82,"Drama,Sci-Fi",2.321
83497,Ultraman Tiga & Ultraman Dyna & Ultraman Gaia: Battle in Hyperspace,0,1998,74,"Adventure,Sci-Fi",2.32
192759,Hypersleep,0,2022,103,Sci-Fi,2.32
79635,Komodo,0,1999,90,"Adventure,Horror,Sci-Fi",2.319
31624,The Day the Fish Came Out,0,1967,109,"Comedy,Sci-Fi",2.319
49258,Morons from Outer Space,0,1985,86,"Comedy,Sci-Fi",2.319
221352,"It's Me, It's Me",0,2013,119,"Comedy,Drama,Sci-Fi",2.319
269885,The Last Astronaut,0,2019,75,Sci-Fi,2.318
232378,MONSTERZ: Monsutâzu,0,2014,112,"Drama,Sci-Fi",2.317
160097,Asylum: Twisted Horror and Fantasy Tales,0,2020,117,"Comedy,Horror,Sci-Fi",2.317
53005,The Rejuvenator,0,1988,90,"Horror,Sci-Fi",2.316
223074,Ésimésac,0,2012,104,"Adventure,Fantasy,Sci-Fi",2.315
200446,Dropa,0,2019,101,"Drama,Sci-Fi,Thriller",2.315
32387,The Bamboo Saucer,0,1968,103,Sci-Fi,2.315
69154,P.U.N.K.S.,0,1999,115,"Comedy,Sci-Fi",2.315
294176,Ultraman R/B: Select! The Crystal of Bond,0,2019,72,"Action,Sci-Fi",2.313
290742,As the Earth Turns,0,2019,46,"Sci-Fi,Thriller",2.313
243380,Cabin Fever,0,2016,99,"Horror,Sci-Fi,Thriller",2.313
72703,Killer Crocodile,0,1989,90,"Adventure,Horror,Sci-Fi",2.312
255781,Abby Sen,0,2015,128,"Comedy,Drama,Sci-Fi",2.312
266919,Yesterday Wonder I Was,0,2017,80,Sci-Fi,2.312
23174,Satellite in the Sky,0,1956,85,"Drama,Sci-Fi",2.312
164471,Last Man Down,0,2021,87,"Action,Sci-Fi",2.312
228972,Debug,0,2014,86,"Horror,Sci-Fi",2.311
52470,Incident at Raven's Gate,0,1988,94,"Drama,Mystery,Sci-Fi",2.311
24129,The Strange World of Planet X,0,1958,75,"Drama,Horror,Sci-Fi",2.311
61455,Welcome II the Terrordome,0,1995,90,"Drama,Sci-Fi",2.31
293776,G-Loc,0,2020,92,Sci-Fi,2.31
27369,The Last War,0,1961,110,"Drama,Sci-Fi",2.31
58174,Scanners III: The Takeover,0,1991,101,"Action,Horror,Sci-Fi",2.309
169407,"Hataraku Saibo!! Saikyo no Teki, Futatabi. Karada no Naka wa Cho Osawagi!",0,2020,115,"Action,Animation,Sci-Fi",2.309
27080,Konga,0,1961,90,"Horror,Sci-Fi,Thriller",2.309
208116,It Came from the Water,0,2022,120,"Comedy,Horror,Sci-Fi",2.308
58947,Firepower,0,1993,95,"Action,Crime,Sci-Fi",2.306
27688,The Day Mars Invaded Earth,0,1962,70,Sci-Fi,2.305
183461,Project Skyquake,0,2022,72,"Drama,Mystery,Sci-Fi",2.303
14390,The Lady and the Monster,0,1944,86,"Horror,Sci-Fi,Thriller",2.303
224646,Control,0,2013,90,"Crime,Mystery,Sci-Fi",2.302
85729,The Glitterball,0,1977,56,"Adventure,Family,Sci-Fi",2.301
263748,Kung Fu Traveler,0,2017,98,"Action,Sci-Fi,Thriller",2.3
57047,Urusei Yatsura 6: Always My Darling,0,1991,77,"Animation,Comedy,Sci-Fi",2.299
264187,Neurogenesis,0,2017,65,Sci-Fi,2.299
47667,The Noah's Ark Principle,0,1984,100,"Drama,Sci-Fi",2.299
233394,Ice Soldiers,0,2013,95,"Action,Sci-Fi,Thriller",2.299
188717,D'Agostino,0,2012,124,"Drama,Sci-Fi",2.298
245575,Astraea,0,2015,95,"Adventure,Drama,Sci-Fi",2.297
32422,Brides of Blood,0,1968,97,"Horror,Sci-Fi",2.296
3280,The Wizard,0,1927,60,"Horror,Mystery,Sci-Fi",2.296
55178,The Invisible Maniac,0,1990,86,"Comedy,Horror,Sci-Fi",2.296
32178,They Came from Beyond Space,0,1967,85,"Adventure,Sci-Fi",2.294
14461,The Monster Maker,0,1944,62,"Horror,Sci-Fi",2.293
112547,The Extraordinary Adventures of Saturnino Farandola,0,1913,77,"Adventure,Sci-Fi",2.293
65544,Statical Planets,0,1997,\N,"Comedy,Sci-Fi",2.292
244220,The Protokon,0,2015,105,"Drama,Fantasy,Sci-Fi",2.292
135755,Mil Mascaras vs. the Aztec Mummy,0,2007,90,"Horror,Sci-Fi",2.292
73416,Programmed for Pleasure,1,1981,82,"Adult,Sci-Fi",2.292
1238,Algol: Tragedy of Power,0,1920,99,"Fantasy,Sci-Fi",2.291
235148,The Labyrinth,0,2017,90,"Fantasy,Horror,Sci-Fi",2.29
24450,Curse of the Faceless Man,0,1958,67,"Adventure,Horror,Sci-Fi",2.29
110899,Absolon,0,2003,96,"Action,Sci-Fi,Thriller",2.29
269104,A Rough Draft,0,2018,116,Sci-Fi,2.289
201283,Slow Action,0,2011,45,Sci-Fi,2.289
216043,Ultraman Cosmos vs. Ultraman Justice: The Final Battle,0,2003,77,"Action,Adventure,Sci-Fi",2.288
197937,Dry Ground Burning,0,2022,153,"Crime,Drama,Sci-Fi",2.288
168829,The Electric Man,0,2022,90,Sci-Fi,2.287
278587,In the Shadows,0,2020,94,"Drama,Sci-Fi",2.286
143453,Zombie Diaries,0,2006,85,"Horror,Sci-Fi",2.286
67302,Redline,0,1997,97,"Action,Sci-Fi",2.285
96751,Loss of Feeling,0,1935,85,"Fantasy,Sci-Fi",2.285
78348,The Golden Bat,0,1966,73,"Action,Adventure,Sci-Fi",2.285
53532,C.H.U.D. II: Bud the Chud,0,1989,84,"Comedy,Horror,Sci-Fi",2.284
26892,Doctor Blood's Coffin,0,1961,92,"Horror,Sci-Fi,Thriller",2.283
54142,Nightwish,0,1989,92,"Horror,Sci-Fi",2.282
269319,Mondo Hollywoodland,0,2019,104,"Comedy,Sci-Fi",2.282
56499,The Last Island,0,1990,115,"Drama,Sci-Fi",2.282
70823,Webmaster,0,1998,102,"Sci-Fi,Thriller",2.281
37598,Submersion of Japan,0,1973,143,"Action,Drama,Sci-Fi",2.281
281849,First Signal,0,2021,102,"Drama,History,Sci-Fi",2.281
159801,Quantum Cowboys,0,2022,99,"Animation,Comedy,Sci-Fi",2.281
110621,Konets vechnosti,0,1987,137,Sci-Fi,2.28
138299,Kaw,0,2007,85,"Horror,Sci-Fi,Thriller",2.278
130038,Mazinkaiser vs. Great General of Darkness,0,2003,60,"Animation,Sci-Fi",2.278
35387,Glen and Randa,0,1971,93,"Adventure,Sci-Fi",2.277
85412,Low-Flying Aircraft,0,2002,80,"Drama,Sci-Fi,Thriller",2.276
158822,Roswell 1847,0,2007,90,"Sci-Fi,Western",2.276
55182,Iskushenie B.,0,1991,84,"Drama,Sci-Fi",2.275
264164,Let Her Out,0,2016,89,"Horror,Mystery,Sci-Fi",2.275
194976,The Vampire Spider,0,2012,92,"Drama,Horror,Sci-Fi",2.275
251924,Flight World War II,0,2015,85,"Action,Adventure,Sci-Fi",2.275
218826,Heaven's Door,0,2012,98,"Drama,Family,Sci-Fi",2.274
43712,The Apple,0,1980,90,"Music,Musical,Sci-Fi",2.273
26099,Densô ningen,0,1960,85,"Horror,Sci-Fi",2.272
123975,I'll Believe You,0,2006,82,"Comedy,Sci-Fi",2.272
110457,A Dog Called Pain,0,2001,90,"Animation,Sci-Fi",2.271
130867,Half-Life,0,2008,106,"Drama,Sci-Fi",2.271
202660,The Almighty Tycoon of the Ninja,0,2008,102,"Action,Comedy,Sci-Fi",2.271
134661,Lies Inc.,0,2004,67,Sci-Fi,2.271
22593,The Atomic Man,0,1955,93,Sci-Fi,2.27
111640,Evil Alien Conquerors,0,2003,89,"Comedy,Sci-Fi",2.269
261542,Replace,0,2017,101,"Horror,Sci-Fi,Thriller",2.269
255604,Up in the Sky,0,2016,82,"Comedy,Family,Sci-Fi",2.269
226472,The Quiet Hour,0,2014,85,"Drama,Sci-Fi,Thriller",2.268
118148,The Moon,0,1965,51,Sci-Fi,2.268
169586,The Gulf of Silence,0,2020,85,Sci-Fi,2.268
27975,Moon Pilot,0,1962,98,"Comedy,Family,Sci-Fi",2.268
36345,La maldición de Frankenstein,0,1973,94,"Horror,Sci-Fi",2.265
170363,Glacier,0,2021,88,"Drama,Sci-Fi",2.265
32291,Evo Zvali Robert,0,1967,93,"Comedy,Sci-Fi",2.264
43610,I viaggiatori della sera,0,1979,108,"Drama,Sci-Fi",2.264
71956,No Sympathy for the Devil,0,1997,82,"Romance,Sci-Fi",2.263
71466,A Time of Roses,0,1969,108,Sci-Fi,2.262
90377,Sex Files: Alien Erotica,1,1998,99,Sci-Fi,2.26
33755,Moon Zero Two,0,1969,100,"Crime,Sci-Fi",2.259
60547,The High Crusade,0,1994,100,"Adventure,Comedy,Sci-Fi",2.259
30080,Firelight,0,1964,140,"Sci-Fi,Thriller",2.259
208732,.Hack//The Movie,0,2012,112,"Action,Animation,Sci-Fi",2.258
167998,Unidentified Objects,0,2022,100,"Comedy,Drama,Sci-Fi",2.257
169577,The Calm Beyond,0,2020,95,"Drama,Sci-Fi,Thriller",2.257
167012,BomBhaat,0,2020,136,"Action,Comedy,Sci-Fi",2.255
78249,Anti-Clock,0,1979,96,"Drama,Sci-Fi",2.255
52450,Dr. Alien,0,1989,90,"Comedy,Sci-Fi",2.254
203754,Project Aether,0,2011,\N,Sci-Fi,2.251
142605,Pox,0,2011,100,"Comedy,Sci-Fi",2.251
23315,Warning from Space,0,1956,87,"Drama,Sci-Fi",2.251
28764,Mechte navstrechu,0,1963,64,Sci-Fi,2.251
178303,Extinction: The G.M.O. Chronicles,0,2011,110,"Drama,Horror,Sci-Fi",2.251
141103,Konstruktor krasnogo tsveta,0,1993,76,"Documentary,Sci-Fi",2.25
132050,The Gene Generation,0,2007,96,"Action,Sci-Fi",2.25
176826,Cube,0,2021,108,"Horror,Mystery,Sci-Fi",2.25
230358,She Sings to the Stars,0,2015,106,"Drama,Mystery,Sci-Fi",2.25
151788,Liar's Pendulum,0,2007,94,"Action,Sci-Fi,Thriller",2.249
198959,Letters from the Big Man,0,2011,104,"Drama,Sci-Fi",2.249
172377,The Prometheus Project,0,2010,87,"Horror,Sci-Fi",2.249
288171,Cryo,0,2022,118,"Mystery,Sci-Fi,Thriller",2.249
55455,Peacemaker,0,1990,100,"Action,Romance,Sci-Fi",2.248
272862,When Margaux Meets Margaux,0,2018,95,"Comedy,Drama,Sci-Fi",2.247
30802,Cyborg 2087,0,1966,86,"Action,Drama,Sci-Fi",2.247
178292,Digimon X-Evolution,0,2005,80,"Action,Animation,Sci-Fi",2.245
174618,Jango,0,2021,146,"Sci-Fi,Thriller",2.245
277191,Cine Holliúdy 2: A Chibata Sideral,0,2018,100,"Comedy,Sci-Fi",2.244
268854,Spider-Man 2: Another World,0,2018,90,Sci-Fi,2.242
41654,Terror of Frankenstein,0,1977,92,"Horror,Sci-Fi",2.242
48640,Zaveshchaniye professora Douelya,0,1984,91,"Drama,Sci-Fi",2.241
46044,Horrorplanet,0,1981,93,"Horror,Sci-Fi",2.241
201659,The Impact,0,2022,142,"Action,Drama,Sci-Fi",2.239
168252,You Are Here,0,2010,79,"Drama,Fantasy,Sci-Fi",2.238
289196,Deus,0,2022,90,"Adventure,Mystery,Sci-Fi",2.238
115728,Yesterday,0,2002,121,"Action,Crime,Sci-Fi",2.237
15096,The Purple Monster Strikes,0,1945,201,"Action,Sci-Fi",2.237
256608,Alistair1918,0,2015,86,"Drama,Sci-Fi",2.237
205271,Narcopolis,0,2015,96,"Mystery,Sci-Fi,Thriller",2.236
48203,The Next One,0,1984,105,"Drama,Fantasy,Sci-Fi",2.235
213565,Unbelievable!!!!!,0,2020,105,"Comedy,Sci-Fi",2.234
40920,Buck Rogers,0,1977,90,"Family,Romance,Sci-Fi",2.234
53644,Deceit,0,1990,90,"Comedy,Sci-Fi",2.234
163443,Godzilla,0,1957,92,Sci-Fi,2.234
278615,Max Reload and the Nether Blasters,0,2020,100,"Adventure,Comedy,Sci-Fi",2.234
9885,Mars Attacks the World,0,1938,68,"Romance,Sci-Fi",2.233
91952,UFO... annientare S.H.A.D.O. stop. Uccidete Straker...,0,1974,86,"Action,Sci-Fi,Thriller",2.232
77147,Vicious Lips,0,1986,84,"Horror,Music,Sci-Fi",2.232
47407,Space Raiders,0,1983,84,"Action,Adventure,Sci-Fi",2.231
93306,Death Powder,0,1986,63,"Horror,Sci-Fi",2.231
287725,Blasted Heath,0,2016,72,"Comedy,Horror,Sci-Fi",2.23
170829,The Last Death,0,2011,104,"Sci-Fi,Thriller",2.228
205794,Acidman,0,2022,87,"Drama,Sci-Fi",2.228
75776,2001: A Space Travesty,0,2000,99,"Comedy,Sci-Fi",2.227
107167,Thunderpants,0,2002,87,"Comedy,Family,Sci-Fi",2.227
149344,Alienated,0,2021,99,"Romance,Sci-Fi",2.226
29264,The Flying Saucer,0,1964,94,"Comedy,Fantasy,Sci-Fi",2.226
63741,Killer Tongue,0,1996,100,"Comedy,Horror,Sci-Fi",2.226
107230,Ever Since the World Ended,0,2001,78,"Drama,Mystery,Sci-Fi",2.226
83689,Astro Boy,0,1964,85,"Animation,Family,Sci-Fi",2.225
46660,The Being,0,1981,82,"Horror,Sci-Fi",2.225
187602,Godzilla,0,1977,106,Sci-Fi,2.225
136495,Unearthed,0,2007,93,"Horror,Mystery,Sci-Fi",2.224
42835,C.H.O.M.P.S.,0,1979,89,"Comedy,Family,Sci-Fi",2.224
117310,The Mechanical Man,0,1921,80,"Comedy,Horror,Sci-Fi",2.224
223304,Left Behind,0,2014,110,"Action,Fantasy,Sci-Fi",2.222
40081,"Dr. Black, Mr. Hyde",0,1976,87,"Horror,Sci-Fi",2.222
177474,The Thing Returns,0,2021,101,"Action,Horror,Sci-Fi",2.221
87579,Escape to Grizzly Mountain,0,2000,95,"Drama,Family,Sci-Fi",2.221
223713,Parts Per Billion,0,2014,98,"Drama,Romance,Sci-Fi",2.221
259462,Arpeggio of Blue Steel: Ars Nova - Cadenza,0,2015,105,"Animation,Sci-Fi",2.221
242735,The Open,0,2015,103,"Drama,Sci-Fi,Sport",2.221
164516,Master Key,0,2009,104,"Mystery,Sci-Fi",2.219
88615,La mujer más fea del mundo,0,1999,108,"Comedy,Crime,Sci-Fi",2.218
28648,La hora incógnita,0,1964,100,"Drama,Sci-Fi",2.218
230717,Kummeli V,0,2014,102,"Adventure,Comedy,Sci-Fi",2.217
292032,Enhanced,0,2019,99,"Action,Sci-Fi",2.216
21545,The Rocket Man,0,1954,79,"Comedy,Family,Sci-Fi",2.213
263533,En tu cabeza,0,2016,67,Sci-Fi,2.212
171081,The Outwaters,0,2022,110,"Horror,Sci-Fi,Thriller",2.212
239802,Don't Grow Up,0,2015,81,"Drama,Horror,Sci-Fi",2.211
59732,TC 2000,0,1993,95,"Action,Sci-Fi",2.211
76852,Revelation,0,1999,98,"Action,Drama,Sci-Fi",2.209
153188,Kamen Rider Reiwa: The First Generation,0,2019,98,"Action,Fantasy,Sci-Fi",2.209
288139,Nova Star,0,2021,\N,Sci-Fi,2.209
241021,Let's Be Evil,0,2016,82,"Horror,Reality-TV,Sci-Fi",2.209
148928,Truffe,0,2008,75,"Comedy,Drama,Sci-Fi",2.209
283881,Dark Cloud,0,2022,81,"Horror,Sci-Fi,Thriller",2.207
60651,Jungleground,0,1995,90,"Action,Sci-Fi,Thriller",2.206
63580,Harald,0,1997,88,"Comedy,Sci-Fi",2.205
63472,Femalien,0,1996,89,"Romance,Sci-Fi",2.205
39095,The Sex Machine,0,1975,104,"Comedy,Sci-Fi",2.205
136700,The Sword Bearer,0,2006,108,"Action,Romance,Sci-Fi",2.204
246619,Alterscape,0,2018,90,"Action,Sci-Fi,Thriller",2.204
173515,Absolute Denial,0,2021,71,"Animation,Sci-Fi",2.203
195160,Final Flesh,0,2009,71,"Comedy,Horror,Sci-Fi",2.203
265200,Seat 25,0,2017,84,"Drama,Sci-Fi",2.202
222900,Atomica,0,2017,81,"Sci-Fi,Thriller",2.202
187296,Cloned: The Recreator Chronicles,0,2012,90,"Sci-Fi,Thriller",2.201
291489,Strong Hawk: My Sister's Keeper,0,2022,95,"Action,Adventure,Sci-Fi",2.2
263899,Reset,0,2016,95,Sci-Fi,2.198
199935,5.5.5,0,2013,126,"Drama,Sci-Fi,Thriller",2.197
17655,The Perfect Woman,0,1949,89,"Comedy,Sci-Fi",2.196
61960,Body Switch,0,1995,88,"Drama,Romance,Sci-Fi",2.196
133904,Samurai Commando Mission 1549,0,2005,119,"Action,Sci-Fi",2.196
237532,The Sand,0,2015,84,"Comedy,Horror,Sci-Fi",2.196
234760,Beyond the Trek,0,2017,89,"Drama,Sci-Fi",2.196
41989,Az eröd,0,1979,122,Sci-Fi,2.195
75117,UFO Kidnapped,0,1984,51,"Adventure,Sci-Fi,Thriller",2.195
194262,Yakuza Weapon,0,2011,105,"Action,Sci-Fi",2.194
156605,Kamen Rider Ex-Aid Trilogy: Another Ending - Kamen Rider Genm vs. Lazer,0,2018,60,"Action,Fantasy,Sci-Fi",2.194
202669,Rock Jocks,0,2012,91,"Comedy,Sci-Fi",2.193
276857,Jessica Forever,0,2018,97,"Drama,Fantasy,Sci-Fi",2.193
242231,Cencoroll 2,0,2019,75,"Action,Animation,Sci-Fi",2.192
242580,Idõugrók 4: A végzet lángjai,0,2014,120,Sci-Fi,2.191
103298,Thru the Moebius Strip,0,2005,87,"Adventure,Animation,Sci-Fi",2.19
238683,The Paths of Kripto,0,2015,75,"Action,Animation,Sci-Fi",2.19
5603,6 Hours to Live,0,1932,72,"Drama,Mystery,Sci-Fi",2.19
205952,Project 12,0,2012,107,Sci-Fi,2.19
62287,Lipton Cockton in the Shadows of Sodoma,0,1995,83,"Mystery,Sci-Fi,Thriller",2.188
16808,The Invisible Man Appears,0,1949,82,"Horror,Sci-Fi",2.188
162669,The Area 51 Incident,0,2022,81,"Horror,Sci-Fi",2.187
248280,Ultraman Ginga S: Showdown! Ultra 10 Warriors!!,0,2015,62,"Action,Sci-Fi",2.187
192225,Space Wars: Quest for the Deepstar,0,2022,90,"Adventure,Sci-Fi",2.186
284851,Blank,0,2022,94,"Drama,Sci-Fi,Thriller",2.186
274504,White Chamber,0,2018,89,"Drama,Horror,Sci-Fi",2.185
223045,Delta Space Mission,0,1984,68,"Animation,Sci-Fi",2.185
40250,Im Staub der Sterne,0,1976,95,Sci-Fi,2.184
149653,Karmalink,0,2021,101,"Drama,Sci-Fi",2.184
210669,Ultraman Saga,0,2012,90,"Action,Sci-Fi",2.184
230073,Chrysalis,0,2014,100,"Drama,Horror,Sci-Fi",2.183
136288,The Sleeper,0,2007,69,"Sci-Fi,Thriller",2.183
63987,Omega Doom,0,1996,84,"Drama,Sci-Fi,Thriller",2.182
254320,In Search of the Ultra-Sex,0,2015,60,"Adventure,Comedy,Sci-Fi",2.182
30766,Cartes sur table,0,1966,92,"Comedy,Sci-Fi",2.182
45108,Io e Caterina,0,1980,117,"Comedy,Sci-Fi",2.182
174675,Veneer,0,2020,86,"Comedy,Mystery,Sci-Fi",2.181
172691,Flying Objects: A State Secret,0,2020,55,"Documentary,History,Sci-Fi",2.181
195131,City Under Siege,0,2010,110,"Action,Sci-Fi,Thriller",2.18
238682,Rinoplasticos: A Warrior's Journey,0,2014,55,"Action,Adventure,Sci-Fi",2.18
250021,Officer Downe,0,2016,88,"Action,Comedy,Sci-Fi",2.18
