,primaryTitle,isAdult,startYear,runtimeMinutes,genres,FilmRating
60755,King of the Airways,0,1994,95,"Comedy,Romance",2.6132495866911087
17415,The Girl from Jones Beach,0,1949,78,"Comedy,Romance",2.6125337425660518
124576,Freshman Orientation,0,2004,92,"Comedy,Romance",2.612428321222507
290143,In Other Words,0,2020,98,"Comedy,Romance",2.6123933652475877
121557,Kleinruppin forever,0,2004,103,"Comedy,Romance",2.611816650237877
213461,Son of Sardaar,0,2012,141,"Action,Comedy,Romance",2.6114092168412215
17807,Tell It to the Judge,0,1949,87,"Comedy,Romance",2.611342551060494
232035,Black Coffee,0,2014,85,"Comedy,Romance",2.6104259305521533
19281,Too Young to Kiss,0,1951,91,"Comedy,Romance",2.610378703507136
262306,Love.com,0,2017,91,"Comedy,Romance",2.6094384885607615
283782,Planeta Singli 2,0,2018,119,"Comedy,Romance",2.6087299320614212
107787,Queenie in Love,0,2001,103,"Comedy,Romance",2.6069795576527772
195869,High School Debut,0,2011,93,"Comedy,Romance",2.6067187842412425
142037,I'm Through with White Girls,0,2007,93,"Comedy,Romance",2.606294532211008
23834,The Little Hut,0,1957,90,"Comedy,Romance",2.6053235047060133
16611,The Bride Goes Wild,0,1948,98,"Comedy,Romance",2.604152795018395
28732,Love Is a Ball,0,1963,111,"Comedy,Romance",2.6034904310779283
232511,S.O.S.: Women to the Sea,0,2014,94,"Comedy,Romance",2.60279305031804
267667,Mr. Hurt,0,2017,129,"Comedy,Romance",2.6026561375586836
266906,Bhabhipedia,0,2018,107,"Comedy,Romance",2.602504138025108
210939,Couples,0,2011,110,"Comedy,Romance",2.6024807489397332
14610,Standing Room Only,0,1944,83,"Comedy,Romance,War",2.6024387969991642
201520,Let My People Go!,0,2011,96,"Comedy,Romance",2.6023903213962547
7350,In Person,0,1935,87,"Comedy,Romance",2.6018292447316544
16249,Merton of the Movies,0,1947,82,"Comedy,Romance",2.6013737053031996
8348,Petticoat Fever,0,1936,80,"Comedy,Romance",2.6010007128692076
137264,Slushatel,0,2004,94,"Comedy,Romance",2.6009080364602193
136358,Try Me,0,2006,90,"Comedy,Romance",2.600889068387506
129113,Everybody Has a Little Secret,0,2004,105,"Comedy,Romance",2.600889068387506
102863,Girl Fever,0,2002,98,"Comedy,Romance",2.599279725558676
6660,Ladies Should Listen,0,1934,62,"Comedy,Romance",2.598576311901452
6594,"Workers, Let's Go",0,1934,99,"Adventure,Comedy,Romance",2.5978593988359258
160082,Winter,0,2020,92,"Comedy,Romance",2.5976700642688657
8237,Lovagias ügy,0,1937,78,"Comedy,Romance",2.5962596220416936
90527,Strange Planet,0,1999,96,"Comedy,Romance",2.5956966920355944
17535,The Life of Riley,0,1949,90,"Comedy,Romance",2.5956182244512838
157028,16 to Life,0,2009,89,"Comedy,Romance",2.5951545450153364
49421,Mismatched Couples,0,1985,95,"Action,Comedy,Romance",2.594963493913493
102130,Jhooth Bole Kauwa Kaate,0,1998,148,"Comedy,Romance",2.594796080090682
147351,Always a Bridesmaid,0,2019,97,"Comedy,Romance",2.594796080090682
268911,Under the Eiffel Tower,0,2018,87,"Comedy,Romance",2.5947176564521603
73164,My Wife Went Crazy,0,1966,92,"Comedy,Romance",2.5945626723491166
217452,Prince of the Seas,0,2009,110,"Adventure,Comedy,Romance",2.594061407500459
4835,Lonely Wives,0,1931,85,"Comedy,Romance",2.593872653315727
51769,Remote Control,0,1988,88,"Comedy,Romance,Sci-Fi",2.593019067611122
72340,Town & Country,0,2001,104,"Comedy,Romance",2.591639438528019
213101,Khiladi 786,0,2012,141,"Action,Comedy,Romance",2.587289248736424
17591,Mother Is a Freshman,0,1949,81,"Comedy,Romance",2.5871987736784825
225835,Jayantabhai Ki Luv Story,0,2013,130,"Action,Comedy,Romance",2.5866990079581593
1342,Kohlhiesel's Daughters,0,1920,64,"Comedy,Romance",2.5866502850775475
97930,Chal Mere Bhai,0,2000,136,"Comedy,Romance",2.586338093352931
64511,'Til There Was You,0,1997,113,"Comedy,Romance",2.585379184654824
1291,The Flapper,0,1920,88,"Comedy,Romance",2.5851843682954274
250176,Casa Amor: Exclusive for Ladies,0,2015,112,"Comedy,Romance",2.585131463378726
223897,Me Him Her,0,2015,98,"Comedy,Romance",2.5836034499093796
262136,Chalay Thay Sath,0,2017,120,"Comedy,Romance",2.5830435181084175
9288,Second Honeymoon,0,1937,79,"Comedy,Romance",2.582344731901876
28579,For Love or Money,0,1963,108,"Comedy,Romance",2.5812843600577127
143807,Why Men Don't Listen and Women Can't Read Maps,0,2007,103,"Comedy,Romance",2.581271294296346
