,primaryTitle,isAdult,startYear,runtimeMinutes,genres,FilmRating
55737,Total Recall,0,1990,113,"Action,Adventure,Sci-Fi",6.444078498048009
164393,21 Jump Street,0,2012,109,"Action,Comedy,Crime",6.440282466302188
72905,The Boondock Saints,0,1999,108,"Action,Thriller",6.440015190514502
267766,John Wick: Chapter 3 - Parabellum,0,2019,130,"Action,Crime,Thriller",6.433196711632675
186678,Kantara,0,2022,148,"Action,Adventure,Drama",6.423849823291684
221002,Mission: Impossible - Rogue Nation,0,2015,131,"Action,Adventure,Thriller",6.422425868908411
133374,Pirates of the Caribbean: At World's End,0,2007,169,"Action,Adventure,Fantasy",6.4217047562734475
264208,The Mountain II,0,2016,135,"Action,Drama,War",6.413964673189664
254103,Baahubali 2: The Conclusion,0,2017,167,"Action,Drama",6.407330702710584
51783,RoboCop,0,1987,102,"Action,Crime,Sci-Fi",6.406656921581957
51483,Lethal Weapon,0,1987,109,"Action,Crime,Thriller",6.403575349286906
27824,Harakiri,0,1962,133,"Action,Drama,Mystery",6.398114113361516
209620,Sita Ramam,0,2022,163,"Action,Drama,Mystery",6.3917966691388015
202051,End of Watch,0,2012,109,"Action,Adventure,Crime",6.384704137937945
221050,No Time to Die,0,2021,163,"Action,Adventure,Thriller",6.37598408569554
153825,Lone Survivor,0,2013,121,"Action,Biography,Drama",6.372000197984978
64129,The Rock,0,1996,136,"Action,Adventure,Thriller",6.366687725669276
205150,Gangs of Wasseypur,0,2012,321,"Action,Comedy,Crime",6.363889097324815
134563,Captain America: The First Avenger,0,2011,124,"Action,Adventure,Sci-Fi",6.361719387695228
226053,Baahubali: The Beginning,0,2015,159,"Action,Drama",6.355137068128793
164098,Iron Man 2,0,2010,124,"Action,Sci-Fi",6.346578615178824
62241,Ghost in the Shell,0,1995,83,"Action,Animation,Crime",6.3460932677214785
141462,World War Z,0,2013,116,"Action,Adventure,Horror",6.345629011395922
69297,Run Lola Run,0,1998,81,"Action,Crime,Thriller",6.343937371270858
117573,Infernal Affairs,0,2002,101,"Action,Crime,Drama",6.342992346127439
190961,Fast Five,0,2011,130,"Action,Crime,Thriller",6.3428365480698545
263041,Train to Busan,0,2016,118,"Action,Horror,Thriller",6.341828585737989
64871,Face/Off,0,1997,138,"Action,Crime,Sci-Fi",6.3350121437870754
118326,"I, Robot",0,2004,115,"Action,Mystery,Sci-Fi",6.333291496686931
29356,Goldfinger,0,1964,110,"Action,Adventure,Thriller",6.3274425596207395
91823,Enemy at the Gates,0,2001,131,"Action,Drama,War",6.323682469883765
139126,Letters from Iwo Jima,0,2006,141,"Action,Adventure,Drama",6.323195401321029
129463,Transformers,0,2007,144,"Action,Adventure,Sci-Fi",6.322497609486063
61246,Speed,0,1994,116,"Action,Adventure,Thriller",6.32162053677741
281767,K.G.F: Chapter 1,0,2018,156,"Action,Crime,Drama",6.321447385949238
166164,Bullet Train,0,2022,127,"Action,Comedy,Thriller",6.310964191940837
162199,Law Abiding Citizen,0,2009,109,"Action,Crime,Drama",6.3053044585299824
121235,King Kong,0,2005,187,"Action,Adventure,Romance",6.302342885708328
203545,The Raid: Redemption,0,2011,101,"Action,Crime,Thriller",6.2820682421835
282101,Nobody,0,2021,92,"Action,Crime,Drama",6.280737523754216
221633,Predestination,0,2014,97,"Action,Drama,Sci-Fi",6.279380426797466
284170,RRR,0,2022,187,"Action,Drama",6.278617517756428
57807,The Last of the Mohicans,0,1992,112,"Action,Adventure,Drama",6.278140561749062
242962,The Nice Guys,0,2016,116,"Action,Comedy,Crime",6.277458437300084
63652,Independence Day,0,1996,145,"Action,Adventure,Sci-Fi",6.270955444924203
96362,Equilibrium,0,2002,107,"Action,Drama,Sci-Fi",6.267846087759769
216916,The Raid 2,0,2014,150,"Action,Crime,Thriller",6.262518584559544
3071,The General,0,1926,78,"Action,Adventure,Comedy",6.256168463120378
58916,Falling Down,0,1993,113,"Action,Crime,Drama",6.249398519106521
128263,Munich,0,2005,164,"Action,Drama,History",6.248803847007434
143067,Elite Squad,0,2007,115,"Action,Crime,Drama",6.246687622458279
145106,The Amazing Spider-Man,0,2012,136,"Action,Adventure,Sci-Fi",6.245576781194813
134239,The Equalizer,0,2014,132,"Action,Crime,Thriller",6.245392140781963
243783,Bajrangi Bhaijaan,0,2015,163,"Action,Adventure,Comedy",6.245170891789078
112619,Master and Commander: The Far Side of the World,0,2003,138,"Action,Adventure,Drama",6.242309226787077
238247,War for the Planet of the Apes,0,2017,140,"Action,Adventure,Drama",6.236662089802571
269684,The Suicide Squad,0,2021,132,"Action,Adventure,Comedy",6.234461410922521
122734,Jurassic World,0,2015,124,"Action,Adventure,Sci-Fi",6.233688521905659
35293,Dirty Harry,0,1971,102,"Action,Crime,Thriller",6.229376304983792
183096,Oblivion,0,2013,124,"Action,Adventure,Sci-Fi",6.228748626626436
224287,Star Wars: Episode VIII - The Last Jedi,0,2017,152,"Action,Adventure,Fantasy",6.227100339553777
63895,Mission: Impossible,0,1996,110,"Action,Adventure,Thriller",6.22681444338684
65778,The Mummy,0,1999,124,"Action,Adventure,Fantasy",6.226546183703281
103139,Battle Royale,0,2000,114,"Action,Adventure,Drama",6.225378480701053
190577,I Saw the Devil,0,2010,144,"Action,Crime,Thriller",6.2249559064124735
45184,The Road Warrior,0,1981,96,"Action,Adventure,Sci-Fi",6.220033962017229
212242,The Accountant,0,2016,128,"Action,Thriller",6.218584686987027
65540,Starship Troopers,0,1997,129,"Action,Adventure,Sci-Fi",6.218278652166747
144991,Tropic Thunder,0,2008,107,"Action,Comedy,War",6.210847255260845
290622,Vikram,0,2022,175,"Action,Crime,Thriller",6.198755458843012
127150,A History of Violence,0,2005,96,"Action,Crime,Drama",6.19261777951043
55155,The Hunt for Red October,0,1990,135,"Action,Adventure,Thriller",6.190918474226202
117443,Live Free or Die Hard,0,2007,128,"Action,Thriller",6.190413048860001
229875,Furious 7,0,2015,137,"Action,Crime,Thriller",6.178915209279701
131950,Alita: Battle Angel,0,2019,122,"Action,Adventure,Sci-Fi",6.174721872737516
206101,Thor: The Dark World,0,2013,112,"Action,Adventure,Fantasy",6.1723148171071465
146637,Megamind,0,2010,95,"Action,Animation,Comedy",6.171411711612809
123295,Kung Fu Hustle,0,2004,99,"Action,Comedy,Fantasy",6.171123915048912
269039,Free Guy,0,2021,115,"Action,Adventure,Comedy",6.169085619951887
167643,A Wednesday,0,2008,104,"Action,Crime,Drama",6.168447001004465
63513,From Dusk Till Dawn,0,1996,108,"Action,Crime,Horror",6.164077747264284
97942,The Count of Monte Cristo,0,2002,131,"Action,Adventure,Drama",6.164019708585208
271360,Upgrade,0,2018,100,"Action,Sci-Fi,Thriller",6.158955557970737
61364,True Lies,0,1994,141,"Action,Comedy,Thriller",6.157354641291662
290940,El Camino: A Breaking Bad Movie,0,2019,122,"Action,Crime,Drama",6.156679375333322
192952,The Man from U.N.C.L.E.,0,2015,116,"Action,Adventure,Comedy",6.155614630463811
284860,Uri: The Surgical Strike,0,2019,138,"Action,Drama,History",6.153573511578471
60252,The Crow,0,1994,102,"Action,Crime,Drama",6.149256727988929
121665,Dawn of the Dead,0,2004,101,"Action,Horror",6.143720437674815
195820,Snowpiercer,0,2013,126,"Action,Drama,Sci-Fi",6.142198456410007
135040,Grindhouse,0,2007,191,"Action,Horror,Thriller",6.140343213919025
54910,Die Hard 2,0,1990,124,"Action,Thriller",6.139551455529462
